SELL_ID,model,train_rmse,val_rmse,intercept
1070,ols,0.0973262763297275,0.09474174624851597,4.798522552655869
1070,ridge,0.09781546076598426,0.09415486255664209,4.770573430333337
2051,ols,0.1278442586787687,0.13386306720227645,3.5388440708294486
2051,ridge,0.1281217489887596,0.1326814592765032,3.5171248851746757
2052,ols,0.15596045435069403,0.15956388880897546,3.147110932888816
2052,ridge,0.15615287655759216,0.1586191474971425,3.122684010611864
2053,ols,0.09036031145726296,0.10958590915390568,3.9566331026027735
2053,ridge,0.09087157122625054,0.10732797559238581,3.9321324890659723
